married / was married,couple,any relation,respondent gender,couple gender,interracial couple,respondent age,partner age,education gap,couple salary gap,couple political stability,meeting interface,try app service,relation duration [year],relation quality
1.0,1.0,,0,0,,3,3.0,3.0,1,5.0,1.0,,23.75,1
,1.0,,1,0,,1,1.0,0.0,0,,4.0,,2.08,1
,1.0,,0,0,,2,2.0,1.0,2,3.0,0.0,,0.0,1
,1.0,,0,0,,1,1.0,0.0,4,4.0,,,,0
,1.0,,0,0,,4,5.0,2.0,3,4.0,3.0,,10.33,1
1.0,1.0,,0,1,,3,5.0,4.0,3,6.0,,,16.83,1
1.0,1.0,,1,0,,4,4.0,1.0,1,6.0,3.0,,23.75,2
0.0,0.0,1.0,0,0,,0,0.0,0.0,3,5.0,4.0,,0.08,
,1.0,,0,1,,4,4.0,0.0,4,6.0,,1.0,3.0,2
,1.0,,0,0,,2,2.0,0.0,1,5.0,3.0,,10.58,1
1.0,1.0,,1,0,,2,3.0,0.0,3,6.0,0.0,,,1
1.0,1.0,,0,0,,1,1.0,0.0,1,3.0,4.0,,4.67,1
1.0,1.0,,1,0,,6,6.0,5.0,3,6.0,3.0,,57.92,1
,1.0,,1,0,,2,2.0,1.0,3,6.0,0.0,,3.83,1
1.0,1.0,,1,0,,5,5.0,1.0,3,4.0,4.0,,50.83,1
1.0,1.0,,0,0,,5,4.0,6.0,1,6.0,1.0,,30.08,1
0.0,0.0,1.0,0,0,,1,1.0,3.0,1,5.0,0.0,,0.25,
,1.0,,1,0,,5,6.0,3.0,4,1.0,0.0,,1.92,1
1.0,1.0,,1,0,,4,5.0,0.0,2,5.0,1.0,,24.25,1
1.0,1.0,,1,0,,2,4.0,0.0,3,6.0,1.0,,15.75,2
0.0,0.0,1.0,1,0,,3,4.0,4.0,1,6.0,,,,
1.0,1.0,,0,0,,1,4.0,3.0,3,4.0,4.0,,20.83,3
1.0,1.0,,1,0,,2,3.0,1.0,1,4.0,4.0,,14.25,1
,1.0,,0,1,,5,4.0,6.0,3,6.0,,,4.67,1
0.0,0.0,1.0,0,0,,7,5.0,5.0,1,5.0,,,,
1.0,1.0,,1,0,,2,3.0,5.0,1,3.0,1.0,1.0,10.25,4
0.0,0.0,1.0,1,0,,2,4.0,0.0,2,3.0,2.0,,3.83,
1.0,1.0,,0,0,,4,3.0,1.0,1,5.0,2.0,,20.33,2
,1.0,,0,0,,1,1.0,0.0,4,5.0,4.0,,1.67,1
1.0,1.0,,0,0,,4,4.0,0.0,1,5.0,1.0,,23.67,1
0.0,0.0,1.0,1,0,,3,3.0,1.0,1,6.0,3.0,,2.75,
1.0,1.0,,1,2,,1,1.0,1.0,1,6.0,3.0,1.0,8.67,2
1.0,1.0,,1,0,,2,4.0,3.0,1,6.0,,,1.67,3
1.0,1.0,,1,0,,2,2.0,1.0,3,4.0,1.0,,10.33,2
1.0,1.0,,1,2,,4,4.0,6.0,3,4.0,0.0,,21.17,2
,1.0,,1,0,,1,1.0,2.0,2,1.0,0.0,,,1
1.0,1.0,,0,0,,6,5.0,4.5,4,6.0,5.0,,49.08,1
1.0,0.0,1.0,1,0,,6,7.0,1.0,3,5.0,3.0,,,
0.0,0.0,1.0,0,0,,5,5.0,3.0,1,1.0,,,4.0,
,,,1,,,4,,,,,,,,
1.0,1.0,,0,0,,5,5.0,4.0,3,6.0,3.0,,,1
1.0,1.0,,1,0,,5,5.0,4.0,4,5.0,4.0,,52.42,1
1.0,1.0,,1,0,,2,2.0,4.0,3,5.0,3.0,,10.58,2
,1.0,,0,0,,4,4.0,3.0,3,4.0,3.0,1.0,14.08,3
0.0,0.0,1.0,1,0,,1,2.0,0.0,4,5.0,4.0,,4.75,
1.0,1.0,,1,0,,4,4.0,0.0,3,6.0,5.0,,35.92,1
1.0,1.0,,1,0,,6,6.0,2.0,3,5.0,1.0,,18.08,2
1.0,1.0,,0,0,,3,3.0,4.0,3,4.0,0.0,,9.92,1
,1.0,,0,0,,4,4.0,1.0,2,6.0,0.0,,0.67,1
,0.0,0.0,1,,,1,,,,,,,,
0.0,0.0,1.0,0,1,,1,1.0,0.0,3,6.0,0.0,1.0,0.33,
,1.0,,1,0,,2,2.0,3.0,3,5.0,4.0,,11.17,1
1.0,1.0,,0,0,,4,3.0,0.0,1,6.0,0.0,,13.67,1
1.0,1.0,,1,0,,5,6.0,3.0,1,6.0,1.0,,29.75,1
0.0,0.0,1.0,1,0,,4,5.0,1.0,3,3.0,3.0,,17.67,
0.0,0.0,1.0,1,0,,4,3.0,4.0,1,4.0,1.0,,0.0,
1.0,1.0,,0,0,,5,4.0,0.0,1,0.0,,,37.0,1
,1.0,,0,0,,2,3.0,0.0,1,4.0,,,6.0,1
,1.0,,0,0,,2,2.0,3.0,1,4.0,2.0,,17.25,1
1.0,1.0,,0,0,,6,6.0,8.0,3,5.0,0.0,,42.42,1
0.0,0.0,1.0,0,0,,5,4.0,1.0,1,2.0,1.0,,0.0,
,0.0,0.0,1,,,1,,,,,,,,
1.0,0.0,1.0,1,0,,4,3.0,4.0,2,,,,,
,1.0,,1,0,,1,1.0,0.0,3,6.0,1.0,,2.75,1
1.0,1.0,,0,0,,5,4.0,0.0,1,6.0,,,24.83,3
1.0,1.0,,1,0,,6,6.0,1.0,4,6.0,,,29.42,2
,1.0,,0,0,,1,2.0,2.5,1,4.0,2.0,,4.0,4
1.0,1.0,,0,0,,7,6.0,5.0,1,4.0,,,23.33,2
1.0,1.0,,1,0,,5,5.0,2.0,2,6.0,5.0,,33.92,1
1.0,1.0,,1,0,,5,5.0,0.0,4,6.0,,,46.67,1
1.0,1.0,,0,0,,7,7.0,1.0,1,4.0,3.0,,66.92,1
,1.0,,0,0,,4,4.0,3.0,1,2.0,4.0,,5.33,1
0.0,0.0,1.0,1,0,,4,4.0,0.0,3,4.0,3.0,,11.67,
,1.0,,0,0,,2,2.0,1.0,1,5.0,3.0,,9.92,1
,1.0,,1,2,,1,2.0,1.0,3,4.0,3.0,,5.5,1
1.0,1.0,,0,0,,5,3.0,6.5,1,4.0,1.0,,16.25,1
1.0,1.0,,0,0,,4,5.0,0.0,1,5.0,,,34.75,2
1.0,1.0,,1,0,,3,3.0,0.0,3,6.0,4.0,,30.58,2
1.0,1.0,,1,0,,6,6.0,2.0,1,3.0,,,,1
1.0,1.0,,1,0,,5,5.0,1.0,3,4.0,5.0,,,2
1.0,1.0,,0,0,,2,2.0,0.0,1,6.0,,,14.83,1
1.0,1.0,,1,0,,5,5.0,2.0,3,6.0,5.0,,19.42,1
1.0,1.0,,0,0,,6,6.0,0.0,1,5.0,4.0,,52.25,2
1.0,1.0,,0,0,,4,4.0,2.0,1,5.0,,,22.92,1
1.0,1.0,,0,0,,4,5.0,8.0,1,2.0,,,21.92,2
1.0,1.0,,0,0,,3,2.0,3.0,3,4.0,3.0,,6.92,1
1.0,0.0,1.0,1,0,,7,8.0,1.0,2,4.0,3.0,,,
1.0,1.0,,0,0,,4,4.0,0.0,1,2.0,,,18.83,1
,1.0,,1,0,,1,1.0,1.0,3,6.0,,,2.17,1
1.0,1.0,,1,0,,4,4.0,0.0,3,5.0,3.0,,34.17,1
1.0,1.0,,1,0,,5,5.0,3.0,3,4.0,4.0,,44.5,1
,1.0,,1,0,,1,1.0,0.0,2,6.0,,,0.5,2
0.0,0.0,1.0,1,0,,5,5.0,0.0,3,4.0,1.0,,0.17,
1.0,1.0,,1,0,,3,3.0,0.0,1,4.0,0.0,1.0,16.33,1
1.0,1.0,,1,0,,5,5.0,0.0,3,6.0,4.0,,43.83,2
,1.0,,1,0,,2,1.0,1.0,3,5.0,1.0,1.0,0.25,3
1.0,1.0,,0,0,,5,5.0,6.0,1,6.0,3.0,,46.08,1
1.0,1.0,,0,1,,5,5.0,0.0,1,6.0,1.0,,25.17,2
1.0,1.0,,0,0,,5,4.0,1.0,1,4.0,1.0,,32.0,3
1.0,0.0,1.0,1,0,,5,5.0,2.0,3,6.0,3.0,,,
1.0,1.0,,0,0,,1,1.0,4.0,1,4.0,,,5.58,1
,1.0,,0,0,,3,2.0,1.0,1,4.0,1.0,,1.25,2
1.0,1.0,,0,0,,5,5.0,2.0,1,6.0,,,15.0,1
0.0,0.0,1.0,1,0,,1,1.0,5.0,1,6.0,0.0,1.0,4.08,
,1.0,,1,0,,1,1.0,0.0,3,6.0,0.0,,1.58,1
,1.0,,0,1,,4,3.0,0.0,1,6.0,0.0,1.0,0.17,1
1.0,1.0,,1,0,,3,3.0,0.0,2,6.0,3.0,,29.0,1
1.0,1.0,,0,0,,3,4.0,2.0,1,2.0,,,25.5,2
1.0,1.0,,1,0,,3,3.0,0.0,2,6.0,3.0,,9.33,1
,1.0,,1,0,,2,2.0,2.0,3,4.0,0.0,1.0,9.58,3
1.0,1.0,,1,0,,3,3.0,3.0,3,4.0,3.0,,18.67,1
1.0,0.0,1.0,1,0,,6,6.0,1.0,1,3.0,,,,
1.0,0.0,1.0,1,0,,3,4.0,2.0,3,6.0,4.0,,,
0.0,0.0,1.0,0,1,,3,4.0,3.0,3,6.0,3.0,,12.92,
,1.0,,0,0,,4,2.0,0.0,1,4.0,3.0,1.0,0.0,3
1.0,1.0,,1,0,,4,5.0,1.0,1,4.0,0.0,,16.08,1
,1.0,,0,0,,4,3.0,1.0,1,4.0,,,2.58,1
1.0,1.0,,0,0,,5,5.0,0.0,1,6.0,,,40.5,1
0.0,0.0,1.0,1,0,,5,6.0,0.0,1,5.0,4.0,,39.83,
1.0,1.0,,0,0,,3,4.0,4.0,1,4.0,1.0,,12.5,1
1.0,1.0,,1,0,,5,5.0,3.0,1,4.0,3.0,,8.33,3
1.0,0.0,1.0,1,0,,4,4.0,0.0,3,6.0,,,,
1.0,0.0,1.0,1,0,,6,6.0,3.0,1,4.0,3.0,,,
,1.0,,0,0,,4,3.0,0.0,3,6.0,,,,1
1.0,0.0,1.0,1,0,,6,7.0,8.0,3,6.0,4.0,,,
0.0,0.0,1.0,0,1,,4,1.0,0.0,1,5.0,,1.0,1.42,
,1.0,,1,0,,1,1.0,0.0,2,3.0,,,4.92,2
1.0,1.0,,1,0,,6,6.0,0.0,4,4.0,3.0,,49.25,1
1.0,1.0,,0,0,,4,3.0,4.0,1,5.0,1.0,,2.75,5
0.0,0.0,1.0,0,0,,1,1.0,0.0,2,6.0,5.0,1.0,0.25,
0.0,0.0,1.0,0,1,,1,1.0,3.0,4,5.0,,,,
1.0,1.0,,1,0,,6,6.0,3.0,4,4.0,,,,1
,1.0,,1,0,,1,1.0,0.0,3,4.0,4.0,,5.17,2
1.0,1.0,,0,0,,2,2.0,0.0,2,5.0,5.0,,10.08,1
1.0,1.0,,1,0,,4,4.0,0.0,3,4.0,3.0,,39.58,1
0.0,0.0,1.0,1,0,,5,2.0,4.0,2,4.0,0.0,,0.5,
1.0,1.0,,1,0,,5,5.0,1.0,3,6.0,1.0,,10.5,1
1.0,1.0,,0,0,,4,5.0,1.0,2,6.0,5.0,,21.08,2
,1.0,,0,0,,4,4.0,1.0,3,6.0,1.0,,13.0,1
0.0,0.0,1.0,0,1,,1,1.0,3.0,1,4.0,0.0,1.0,0.33,
1.0,1.0,,0,0,,5,4.0,0.0,3,6.0,1.0,1.0,27.08,3
0.0,0.0,1.0,0,1,,4,,0.0,1,3.0,1.0,1.0,,
1.0,1.0,,1,0,,6,5.0,1.0,1,2.0,,,25.75,1
1.0,1.0,,1,0,,5,5.0,1.0,3,5.0,3.0,,42.83,2
0.0,0.0,1.0,0,1,,2,1.0,0.0,1,3.0,0.0,,0.25,
1.0,1.0,,1,0,,5,4.0,0.0,2,5.0,,,32.17,1
,1.0,,1,2,,1,1.0,1.0,1,5.0,0.0,,2.25,3
1.0,1.0,,0,0,,7,7.0,1.0,2,6.0,4.0,,66.75,1
,1.0,,0,0,,4,3.0,1.0,1,3.0,3.0,,18.83,2
1.0,1.0,,0,0,,4,4.0,0.0,1,3.0,1.0,,31.0,3
1.0,1.0,,1,0,,5,4.0,0.0,1,4.0,1.0,,28.83,1
1.0,1.0,,0,0,,4,4.0,0.0,1,6.0,4.0,,37.25,1
1.0,1.0,,1,0,,3,3.0,0.0,3,4.0,,,21.42,3
,1.0,,0,1,,3,2.0,0.0,2,6.0,,,4.75,2
1.0,1.0,,0,0,,4,3.0,3.0,1,4.0,,,38.0,2
1.0,1.0,,1,0,,2,2.0,0.0,3,4.0,4.0,,10.25,2
1.0,1.0,,1,0,,6,6.0,0.0,3,4.0,1.0,,54.08,1
1.0,1.0,,1,0,,5,5.0,6.0,3,5.0,1.0,,23.83,2
0.0,0.0,1.0,0,1,,4,4.0,1.0,4,4.0,4.0,1.0,2.0,
,1.0,,0,1,,5,3.0,2.0,3,4.0,,,9.67,1
1.0,1.0,,1,0,,3,2.0,0.0,3,4.0,1.0,,15.83,2
1.0,1.0,,0,0,,1,1.0,0.0,1,6.0,4.0,,5.17,1
,1.0,,1,0,,3,4.0,4.0,3,5.0,1.0,,10.5,1
0.0,0.0,1.0,0,0,,0,0.0,2.0,4,5.0,4.0,1.0,0.33,
,1.0,,0,0,,2,2.0,3.0,1,5.0,4.0,,8.92,2
0.0,0.0,1.0,0,1,,1,1.0,0.0,4,5.0,4.0,1.0,0.25,
0.0,0.0,1.0,0,0,,1,1.0,1.0,3,6.0,,,0.25,
1.0,1.0,,0,0,,3,3.0,5.0,1,6.0,2.0,,20.92,1
1.0,1.0,,1,0,,1,1.0,0.0,1,5.0,,,5.5,3
1.0,1.0,,1,0,,5,6.0,1.0,1,6.0,,,31.5,1
1.0,1.0,,0,0,,6,6.0,0.0,2,5.0,3.0,,53.75,1
1.0,1.0,,1,0,,6,5.0,1.0,3,4.0,0.0,,,2
1.0,1.0,,1,0,,5,5.0,1.0,2,4.0,1.0,,31.33,1
0.0,0.0,1.0,0,1,,3,5.0,1.0,3,4.0,,,3.58,
1.0,1.0,,1,0,,4,5.0,4.0,3,6.0,1.0,,7.0,2
,1.0,,0,0,,5,5.0,1.0,1,6.0,4.0,,38.75,1
1.0,1.0,,0,0,,5,5.0,4.0,1,6.0,4.0,,15.42,1
0.0,0.0,1.0,0,0,,3,3.0,2.0,2,6.0,4.0,,0.08,
1.0,1.0,,0,0,,7,7.0,0.0,4,6.0,2.0,,70.0,1
1.0,1.0,,0,0,,5,5.0,1.0,3,4.0,4.0,,46.08,1
,1.0,,1,2,,2,2.0,1.0,1,4.0,1.0,,4.5,3
,0.0,0.0,0,,,1,,,,,,,,
1.0,1.0,,1,0,,1,1.0,0.0,1,6.0,3.0,,5.5,2
1.0,1.0,,0,0,,3,3.0,1.0,1,5.0,,1.0,22.08,4
0.0,0.0,1.0,0,0,,2,,,0,5.0,,,0.08,
1.0,1.0,,1,0,,2,2.0,0.0,3,4.0,,,12.17,3
1.0,1.0,,1,0,,4,4.0,0.0,3,6.0,4.0,,38.0,1
0.0,0.0,1.0,0,0,,1,1.0,0.0,2,5.0,,,0.25,
1.0,1.0,,0,0,,4,4.0,1.0,3,5.0,4.0,,38.0,1
1.0,1.0,,0,0,,2,2.0,6.5,1,6.0,3.0,,16.75,2
1.0,1.0,,0,0,,2,2.0,0.0,1,5.0,4.0,,15.92,2
,0.0,0.0,0,,,1,,,,,,,,
,1.0,,1,2,,2,1.0,1.0,2,4.0,0.0,1.0,0.0,1
,1.0,,1,0,,1,1.0,11.0,1,4.0,0.0,,0.0,1
,1.0,,1,0,,2,1.0,0.0,4,1.0,2.0,,8.92,1
1.0,1.0,,1,0,,2,1.0,4.0,1,5.0,4.0,,11.08,1
,1.0,,0,0,,3,2.0,1.0,1,6.0,,,,2
0.0,0.0,1.0,1,0,,5,5.0,5.0,1,,4.0,,2.17,
0.0,0.0,1.0,0,0,,3,2.0,4.0,1,5.0,1.0,1.0,2.0,
1.0,1.0,,0,0,,3,3.0,3.0,4,4.0,4.0,,21.5,1
,1.0,,0,0,,5,5.0,0.0,1,5.0,0.0,,12.33,3
1.0,1.0,,0,0,,7,6.0,5.0,3,5.0,3.0,,60.83,2
1.0,1.0,,0,0,,4,3.0,1.0,3,4.0,0.0,,15.58,1
1.0,1.0,,0,0,,3,3.0,0.0,3,6.0,5.0,,23.75,2
0.0,0.0,1.0,1,2,,1,2.0,5.0,1,5.0,0.0,,6.08,
1.0,1.0,,1,0,,5,6.0,0.0,2,6.0,1.0,,32.83,1
1.0,1.0,,1,0,,1,2.0,10.5,3,4.0,1.0,,8.17,1
0.0,0.0,1.0,0,1,,5,2.0,3.0,1,4.0,,,5.75,
,1.0,,1,0,,2,2.0,3.0,3,3.0,1.0,,7.0,3
0.0,0.0,1.0,0,1,,1,1.0,1.0,2,6.0,,,0.25,
1.0,1.0,,0,0,,4,4.0,4.0,3,5.0,3.0,1.0,26.83,2
0.0,0.0,1.0,1,2,,5,4.0,1.0,1,5.0,5.0,,4.08,
,1.0,,0,0,,3,2.0,3.0,2,4.0,4.0,,19.17,1
,1.0,,0,0,,2,2.0,0.0,4,4.0,0.0,,9.83,2
1.0,1.0,,1,0,,5,5.0,3.0,3,6.0,1.0,,28.92,2
1.0,0.0,1.0,0,0,,4,3.0,2.0,1,6.0,5.0,,,
1.0,1.0,,0,0,,2,2.0,0.0,1,2.0,3.0,,15.33,1
1.0,1.0,,1,0,,5,6.0,6.5,3,4.0,5.0,,52.17,3
1.0,1.0,,0,1,,1,,13.5,0,2.0,,1.0,,0
1.0,1.0,,0,0,,1,2.0,0.0,1,5.0,,,10.08,1
,1.0,,0,1,,4,4.0,0.0,1,5.0,3.0,,32.17,2
1.0,1.0,,1,0,,4,4.0,2.0,3,4.0,1.0,,29.58,1
1.0,1.0,,1,0,,4,4.0,0.0,2,5.0,2.0,,9.42,1
,1.0,,0,1,,3,3.0,0.0,1,4.0,,,7.42,2
,1.0,,0,0,,3,2.0,0.0,1,6.0,,,10.75,2
,1.0,,0,0,,4,1.0,1.0,2,4.0,,,17.08,1
1.0,1.0,,0,0,,4,4.0,2.0,2,6.0,3.0,,13.25,3
,1.0,,1,0,,3,4.0,0.0,3,4.0,3.0,,6.67,2
1.0,1.0,,1,0,,2,3.0,3.0,1,4.0,0.0,,12.58,1
,1.0,,1,0,,2,3.0,0.0,3,4.0,3.0,1.0,0.17,2
1.0,1.0,,0,0,,1,1.0,4.0,3,,3.0,,16.17,1
0.0,0.0,1.0,0,1,,3,2.0,0.0,1,5.0,,,0.67,
,1.0,,1,0,,0,0.0,2.0,2,1.0,4.0,,2.5,5
0.0,0.0,1.0,1,0,,1,1.0,0.0,3,3.0,0.0,,5.25,
1.0,1.0,,0,0,,6,5.0,1.0,1,5.0,,,30.92,1
0.0,0.0,1.0,0,0,,3,,1.0,1,4.0,1.0,1.0,0.08,
,1.0,,1,0,,2,2.0,0.0,3,5.0,3.0,,10.17,2
1.0,1.0,,1,0,,4,4.0,1.0,3,6.0,5.0,,33.08,3
1.0,1.0,,0,0,,6,5.0,6.0,3,6.0,3.0,,44.75,3
1.0,1.0,,1,0,,6,7.0,1.0,4,6.0,4.0,,60.67,1
1.0,1.0,,0,0,,1,1.0,1.0,2,5.0,,1.0,19.0,3
,1.0,,1,0,,1,1.0,0.0,3,5.0,1.0,,7.5,2
,1.0,,0,0,,1,1.0,4.0,1,4.0,4.0,,2.08,1
,1.0,,1,0,,3,2.0,1.0,3,4.0,2.0,,0.58,1
1.0,1.0,,1,0,,5,5.0,4.5,4,4.0,3.0,,48.33,1
1.0,1.0,,0,0,,2,2.0,2.0,3,4.0,3.0,,10.67,2
0.0,0.0,1.0,0,0,,5,5.0,0.0,1,6.0,3.0,,28.08,
1.0,1.0,,0,0,,4,4.0,4.0,1,5.0,0.0,,10.33,2
0.0,0.0,1.0,0,0,,1,1.0,0.0,2,6.0,,1.0,3.67,
1.0,1.0,,0,0,,4,5.0,0.0,2,6.0,0.0,,11.17,1
1.0,1.0,,1,0,,1,2.0,4.0,3,5.0,4.0,,5.0,1
1.0,1.0,,0,0,,3,3.0,0.0,1,3.0,1.0,,25.5,1
,1.0,,1,0,,2,2.0,5.0,0,4.0,,,13.08,0
,1.0,,0,0,,2,1.0,2.0,1,4.0,3.0,,11.08,2
,1.0,,0,0,,4,2.0,0.0,1,5.0,,1.0,0.25,3
1.0,1.0,,1,0,,1,1.0,1.0,3,6.0,1.0,,2.25,1
0.0,0.0,1.0,0,0,,6,2.0,1.0,3,4.0,3.0,,1.75,
0.0,0.0,1.0,1,0,,1,1.0,0.0,2,5.0,2.0,,0.33,
1.0,1.0,,0,0,,1,2.0,2.0,3,5.0,,,18.33,2
1.0,1.0,,0,0,,3,3.0,3.0,1,5.0,1.0,,18.67,1
1.0,1.0,,1,0,,2,3.0,0.0,3,5.0,,,8.17,1
0.0,0.0,1.0,0,1,,4,4.0,0.0,1,4.0,0.0,1.0,0.17,
1.0,1.0,,0,0,,3,4.0,1.0,1,5.0,3.0,,29.83,2
1.0,1.0,,0,0,,6,6.0,1.0,1,4.0,3.0,,59.0,1
0.0,0.0,1.0,0,0,,2,2.0,1.0,2,4.0,0.0,,0.25,
,1.0,,1,0,,1,2.0,1.0,2,4.0,3.0,,11.17,1
,0.0,0.0,0,,,1,,,,,,,,
0.0,0.0,1.0,0,0,,3,3.0,1.0,1,3.0,3.0,,10.17,
1.0,1.0,,1,0,,5,5.0,1.0,1,6.0,3.0,,32.83,1
1.0,1.0,,1,0,,3,4.0,3.0,3,6.0,,,20.42,1
1.0,1.0,,1,0,,6,6.0,0.0,3,5.0,4.0,,52.17,1
,1.0,,0,0,,1,0.0,2.0,1,6.0,3.0,1.0,0.58,2
1.0,1.0,,0,0,,2,2.0,4.0,4,2.0,,,16.08,1
1.0,1.0,,0,0,,5,4.0,2.0,3,5.0,3.0,,35.08,1
1.0,1.0,,1,0,,6,7.0,4.0,3,5.0,,,26.67,1
1.0,1.0,,0,0,,5,5.0,0.0,4,5.0,2.0,,54.67,1
1.0,1.0,,1,0,,2,2.0,4.5,4,4.0,5.0,,5.58,1
,1.0,,0,1,,2,2.0,1.0,1,6.0,0.0,,14.58,2
1.0,1.0,,0,0,,4,4.0,1.0,2,6.0,3.0,,30.08,1
1.0,1.0,,1,0,,5,6.0,1.0,2,4.0,,,26.67,1
1.0,1.0,,0,0,,6,6.0,1.0,3,2.0,5.0,,54.83,1
1.0,1.0,,0,0,,2,2.0,0.0,1,6.0,2.0,,7.83,1
1.0,1.0,,0,0,,5,5.0,0.0,3,6.0,2.0,,49.08,1
1.0,1.0,,0,0,,6,6.0,4.0,1,6.0,,,22.08,1
1.0,1.0,,0,0,,6,5.0,0.0,1,5.0,1.0,,52.17,2
1.0,1.0,,0,0,,2,1.0,1.0,1,5.0,4.0,,10.33,1
1.0,1.0,,1,0,,4,5.0,1.0,1,4.0,,,43.0,1
1.0,1.0,,1,0,,6,5.0,3.0,3,3.0,,,38.17,2
1.0,1.0,,0,0,,5,5.0,2.0,1,3.0,5.0,,41.83,1
1.0,1.0,,1,0,,6,6.0,1.0,3,4.0,,,48.42,2
1.0,0.0,1.0,0,1,,3,1.0,8.0,1,6.0,3.0,1.0,,
1.0,1.0,,1,0,,4,5.0,0.0,1,5.0,,,26.42,2
1.0,1.0,,1,0,,4,4.0,2.0,3,4.0,1.0,,31.42,1
1.0,1.0,,0,0,,5,4.0,0.0,3,4.0,,,10.0,1
1.0,1.0,,1,0,,5,5.0,1.0,1,6.0,1.0,,44.17,1
0.0,0.0,1.0,0,0,,6,2.0,0.0,3,5.0,,,1.33,
,1.0,,0,0,,2,1.0,0.0,1,4.0,1.0,1.0,0.58,3
1.0,1.0,,1,0,,1,2.0,1.0,3,6.0,,,11.92,1
1.0,1.0,,0,0,,4,4.0,1.0,1,5.0,1.0,1.0,27.83,3
1.0,1.0,,0,1,,4,4.0,0.0,1,5.0,0.0,,5.58,1
,1.0,,0,0,,4,4.0,5.0,1,5.0,0.0,,11.5,2
1.0,1.0,,1,0,,4,4.0,7.0,3,6.0,1.0,,34.42,1
1.0,1.0,,0,0,,3,3.0,0.0,2,3.0,2.0,,30.25,2
1.0,1.0,,1,0,,3,3.0,3.0,3,5.0,1.0,,29.25,1
1.0,1.0,,0,0,,5,5.0,0.0,3,5.0,4.0,,44.17,1
1.0,1.0,,1,0,,4,4.0,0.0,3,5.0,1.0,,40.17,1
1.0,1.0,,0,0,,6,6.0,4.0,2,4.0,3.0,,,1
1.0,1.0,,0,0,,6,6.0,3.0,1,5.0,,,47.08,2
1.0,1.0,,1,0,,3,3.0,4.0,3,4.0,,,26.5,3
1.0,1.0,,1,0,,6,7.0,0.0,1,2.0,3.0,,59.17,1
1.0,1.0,,0,1,,4,5.0,3.0,1,6.0,,,35.75,1
1.0,1.0,,0,0,,4,,0.0,0,4.0,,,,2
1.0,0.0,1.0,0,0,,4,4.0,0.0,1,4.0,4.0,1.0,,
1.0,1.0,,0,0,,4,4.0,1.0,3,6.0,,,26.92,2
0.0,0.0,1.0,1,0,,5,5.0,0.0,3,4.0,,,0.25,
1.0,1.0,,1,0,,2,3.0,0.0,4,5.0,4.0,,19.0,2
1.0,1.0,,1,0,,5,5.0,1.0,3,6.0,3.0,,36.58,2
1.0,1.0,,1,0,,5,6.0,0.0,3,6.0,2.0,,42.67,1
,0.0,0.0,0,,,4,,,,,,,,
0.0,0.0,1.0,1,0,,5,4.0,0.0,2,5.0,3.0,,1.58,
1.0,1.0,,0,0,,5,4.0,0.0,3,4.0,3.0,,36.5,1
1.0,1.0,,0,0,,6,5.0,0.0,2,6.0,3.0,,47.25,1
1.0,1.0,,0,0,,3,1.0,2.0,1,2.0,,,10.0,1
1.0,1.0,,1,0,,3,3.0,0.0,3,4.0,,,25.25,1
1.0,1.0,,1,0,,3,3.0,2.0,3,4.0,4.0,,28.58,1
1.0,1.0,,1,0,,5,5.0,1.0,3,6.0,1.0,,30.42,1
,1.0,,1,0,,1,1.0,0.0,3,5.0,0.0,1.0,0.25,1
1.0,1.0,,0,0,,5,4.0,4.0,1,6.0,1.0,,30.0,1
,0.0,0.0,0,,,1,,,,,,,,
1.0,1.0,,1,0,,5,6.0,0.0,1,3.0,4.0,,54.42,1
1.0,1.0,,1,0,,6,6.0,7.0,4,6.0,2.0,,52.42,1
1.0,1.0,,0,0,,4,4.0,0.0,1,4.0,2.0,,33.5,1
1.0,1.0,,0,1,,4,5.0,0.0,3,3.0,,1.0,28.92,2
1.0,1.0,,1,0,,3,4.0,3.0,3,5.0,1.0,,4.5,1
1.0,1.0,,0,0,,8,6.0,4.0,1,5.0,,,62.33,1
1.0,1.0,,0,0,,6,5.0,4.0,1,2.0,1.0,,46.33,1
,1.0,,1,0,,0,0.0,0.0,3,3.0,4.0,,0.67,2
1.0,1.0,,0,0,,4,4.0,0.0,3,6.0,4.0,,36.0,2
1.0,1.0,,1,0,,5,5.0,1.0,3,6.0,3.0,1.0,26.75,1
,1.0,,0,1,,6,6.0,3.0,3,5.0,,,21.0,1
1.0,1.0,,1,0,,5,4.0,1.0,3,6.0,5.0,,33.92,1
1.0,1.0,,0,0,,5,4.0,1.0,1,6.0,5.0,,45.08,1
1.0,1.0,,0,0,,5,5.0,1.0,2,4.0,,,35.83,1
,1.0,,1,0,,1,1.0,1.0,2,5.0,4.0,,10.08,1
,1.0,,1,0,,1,1.0,1.0,3,5.0,3.0,,0.58,1
1.0,1.0,,0,0,,4,4.0,0.0,1,6.0,1.0,,34.33,2
1.0,1.0,,0,0,,3,3.0,0.0,1,5.0,5.0,,19.08,1
,1.0,,0,0,,4,3.0,0.0,2,3.0,,1.0,0.25,2
,1.0,,0,0,,3,3.0,0.0,1,4.0,3.0,,2.67,3
1.0,1.0,,1,0,,2,3.0,0.0,1,5.0,1.0,,20.17,2
1.0,1.0,,1,0,,2,2.0,1.0,3,5.0,4.0,,15.33,2
,1.0,,0,0,,5,4.0,1.0,3,6.0,,,14.33,2
